mode,drones_n,visits_n,seconds,cpu_n,platform,forced_paths
solve,3,6,0.154,4,Darwin,0
solve,3,6,0.132,4,Darwin,0
solve,3,6,0.12,4,Darwin,0
solve,3,6,0.124,4,Darwin,0
solve,3,6,0.146,4,Darwin,0
solve,3,6,0.146,4,Darwin,0
solve,1,1,0.039,4,Darwin,0
solve,1,1,0.019,4,Darwin,0
solve,1,1,0.016,4,Darwin,0
solve,1,1,0.023,4,Darwin,0
solve,1,2,0.033,4,Darwin,0
solve,1,3,0.035,4,Darwin,0
solve,2,3,0.087,4,Darwin,0
solve,1,2,0.03,4,Darwin,0
solve,1,3,0.026,4,Darwin,0
solve,2,3,0.035,4,Darwin,0
solve,1,2,0.026,4,Darwin,0
solve,1,3,0.034,4,Darwin,0
solve,2,3,0.043,4,Darwin,0
solve,1,2,0.029,4,Darwin,0
solve,1,3,0.032,4,Darwin,0
solve,2,3,0.038,4,Darwin,0
solve,1,2,0.029,4,Darwin,0
solve,1,3,0.027,4,Darwin,0
solve,2,3,0.04,4,Darwin,0
solve,1,2,0.029,4,Darwin,0
solve,1,3,0.03,4,Darwin,0
solve,2,3,0.034,4,Darwin,0
solve,1,4,0.04,4,Darwin,0
solve,2,4,0.045,4,Darwin,0
solve,3,4,0.034,4,Darwin,0
solve,1,2,0.026,4,Darwin,0
solve,1,3,0.027,4,Darwin,0
solve,2,3,0.043,4,Darwin,0
solve,1,4,0.095,4,Darwin,0
solve,2,4,0.04,4,Darwin,0
solve,3,4,0.039,4,Darwin,0
solve,1,1,0.02,4,Darwin,0
solve,1,1,0.026,4,Darwin,0
solve,1,2,0.019,4,Darwin,0
solve,2,2,0.027,4,Darwin,0
solve,1,3,0.039,4,Darwin,0
solve,2,3,0.082,4,Darwin,0
solve,3,3,0.031,4,Darwin,0
solve,1,4,0.05,4,Darwin,0
solve,2,4,0.042,4,Darwin,0
solve,3,4,0.044,4,Darwin,0
solve,4,4,0.036,4,Darwin,0
solve,1,1,0.06,4,Darwin,0
solve,1,2,0.028,4,Darwin,0
solve,2,2,0.029,4,Darwin,0
solve,1,3,0.055,4,Darwin,0
solve,2,3,0.094,4,Darwin,0
solve,3,3,0.031,4,Darwin,0
solve,1,4,0.047,4,Darwin,0
solve,2,4,0.045,4,Darwin,0
solve,3,4,0.057,4,Darwin,0
solve,4,4,0.045,4,Darwin,0
solve,1,1,0.021,16,Windows,0
solve,1,2,0.007,16,Windows,0
solve,2,2,0.006,16,Windows,0
solve,1,3,0.012,16,Windows,0
solve,2,3,0.01,16,Windows,0
solve,3,3,0.008,16,Windows,0
solve,1,4,0.016,16,Windows,0
solve,2,4,0.016,16,Windows,0
solve,3,4,0.012,16,Windows,0
solve,4,4,0.012,16,Windows,0
solve,1,5,0.054,16,Windows,0
solve,2,5,0.026,16,Windows,0
solve,3,5,0.019,16,Windows,0
solve,4,5,0.017,16,Windows,0
solve,5,5,0.016,16,Windows,0
solve,1,6,0.047,16,Windows,0
solve,2,6,0.024,16,Windows,0
solve,3,6,0.025,16,Windows,0
solve,4,6,0.023,16,Windows,0
solve,5,6,0.022,16,Windows,0
solve,6,6,0.021,16,Windows,0
solve,1,7,0.049,16,Windows,0
solve,2,7,0.039,16,Windows,0
solve,3,7,0.038,16,Windows,0
solve,4,7,0.038,16,Windows,0
solve,5,7,0.028,16,Windows,0
solve,6,7,0.029,16,Windows,0
solve,7,7,0.027,16,Windows,0
solve,1,8,0.061,16,Windows,0
solve,2,8,0.065,16,Windows,0
solve,3,8,0.079,16,Windows,0
solve,4,8,0.049,16,Windows,0
solve,5,8,0.044,16,Windows,0
solve,6,8,0.036,16,Windows,0
solve,7,8,0.036,16,Windows,0
solve,8,8,0.034,16,Windows,0
solve,1,9,0.282,16,Windows,0
solve,2,9,0.185,16,Windows,0
solve,3,9,0.209,16,Windows,0
solve,4,9,0.223,16,Windows,0
solve,5,9,0.083,16,Windows,0
solve,6,9,0.057,16,Windows,0
solve,7,9,0.046,16,Windows,0
solve,8,9,0.044,16,Windows,0
solve,9,9,0.042,16,Windows,0
solve,1,1,0.007,16,Windows,0
solve,1,2,0.006,16,Windows,0
solve,2,2,0.006,16,Windows,0
solve,1,3,0.01,16,Windows,0
solve,2,3,0.01,16,Windows,0
solve,3,3,0.01,16,Windows,0
solve,1,4,0.017,16,Windows,0
solve,2,4,0.016,16,Windows,0
solve,3,4,0.012,16,Windows,0
solve,4,4,0.011,16,Windows,0
solve,1,5,0.028,16,Windows,0
solve,2,5,0.022,16,Windows,0
solve,3,5,0.019,16,Windows,0
solve,4,5,0.017,16,Windows,0
solve,5,5,0.016,16,Windows,0
solve,1,6,0.036,16,Windows,0
solve,2,6,0.039,16,Windows,0
solve,3,6,0.026,16,Windows,0
solve,4,6,0.024,16,Windows,0
solve,5,6,0.022,16,Windows,0
solve,6,6,0.021,16,Windows,0
solve,1,7,0.13,16,Windows,0
solve,2,7,0.175,16,Windows,0
solve,3,7,0.067,16,Windows,0
solve,4,7,0.048,16,Windows,0
solve,5,7,0.034,16,Windows,0
solve,6,7,0.028,16,Windows,0
solve,7,7,0.026,16,Windows,0
solve,1,8,0.162,16,Windows,0
solve,2,8,0.16,16,Windows,0
solve,3,8,0.231,16,Windows,0
solve,4,8,0.08,16,Windows,0
solve,5,8,0.04,16,Windows,0
solve,6,8,0.036,16,Windows,0
solve,7,8,0.035,16,Windows,0
solve,8,8,0.035,16,Windows,0
solve,1,9,0.154,16,Windows,0
solve,2,9,0.082,16,Windows,0
solve,3,9,0.085,16,Windows,0
solve,4,9,0.053,16,Windows,0
solve,5,9,0.057,16,Windows,0
solve,6,9,0.058,16,Windows,0
solve,7,9,0.046,16,Windows,0
solve,8,9,0.045,16,Windows,0
solve,9,9,0.042,16,Windows,0
solve,1,1,0.008,16,Windows,0
solve,1,2,0.007,16,Windows,0
solve,2,2,0.006,16,Windows,0
solve,1,3,0.01,16,Windows,0
solve,2,3,0.009,16,Windows,0
solve,3,3,0.009,16,Windows,0
solve,1,4,0.019,16,Windows,0
solve,2,4,0.015,16,Windows,0
solve,3,4,0.013,16,Windows,0
solve,4,4,0.011,16,Windows,0
solve,1,5,0.032,16,Windows,0
solve,2,5,0.026,16,Windows,0
solve,3,5,0.02,16,Windows,0
solve,4,5,0.017,16,Windows,0
solve,5,5,0.017,16,Windows,0
solve,1,6,0.104,16,Windows,0
solve,2,6,0.038,16,Windows,0
solve,3,6,0.036,16,Windows,0
solve,4,6,0.026,16,Windows,0
solve,5,6,0.022,16,Windows,0
solve,6,6,0.021,16,Windows,0
solve,1,7,0.051,16,Windows,0
solve,2,7,0.031,16,Windows,0
solve,3,7,0.04,16,Windows,0
solve,4,7,0.049,16,Windows,0
solve,5,7,0.031,16,Windows,0
solve,6,7,0.029,16,Windows,0
solve,7,7,0.03,16,Windows,0
solve,1,8,0.108,16,Windows,0
solve,2,8,0.07,16,Windows,0
solve,3,8,0.097,16,Windows,0
solve,4,8,0.036,16,Windows,0
solve,5,8,0.044,16,Windows,0
solve,6,8,0.039,16,Windows,0
solve,7,8,0.037,16,Windows,0
solve,8,8,0.035,16,Windows,0
solve,1,9,0.183,16,Windows,0
solve,2,9,0.063,16,Windows,0
solve,3,9,0.061,16,Windows,0
solve,4,9,0.064,16,Windows,0
solve,5,9,0.056,16,Windows,0
solve,6,9,0.052,16,Windows,0
solve,7,9,0.049,16,Windows,0
solve,8,9,0.045,16,Windows,0
solve,9,9,0.045,16,Windows,0
solve,1,10,0.454,16,Windows,0
solve,2,10,0.638,16,Windows,0
solve,3,10,0.278,16,Windows,0
solve,4,10,0.171,16,Windows,0
solve,5,10,0.057,16,Windows,0
solve,6,10,0.074,16,Windows,0
solve,7,10,0.058,16,Windows,0
solve,8,10,0.076,16,Windows,0
solve,9,10,0.054,16,Windows,0
solve,10,10,0.053,16,Windows,0
solve,1,11,0.862,16,Windows,0
solve,2,11,0.519,16,Windows,0
solve,3,11,0.466,16,Windows,0
solve,4,11,0.393,16,Windows,0
solve,5,11,0.442,16,Windows,0
solve,6,11,0.291,16,Windows,0
solve,7,11,0.097,16,Windows,0
solve,8,11,0.067,16,Windows,0
solve,9,11,0.071,16,Windows,0
solve,10,11,0.116,16,Windows,0
solve,11,11,0.068,16,Windows,0
solve,1,12,0.438,16,Windows,0
solve,2,12,0.389,16,Windows,0
solve,3,12,0.552,16,Windows,0
solve,4,12,0.343,16,Windows,0
solve,5,12,0.373,16,Windows,0
solve,6,12,0.137,16,Windows,0
solve,7,12,0.155,16,Windows,0
solve,8,12,0.101,16,Windows,0
solve,9,12,0.093,16,Windows,0
solve,10,12,0.085,16,Windows,0
solve,11,12,0.083,16,Windows,0
solve,12,12,0.078,16,Windows,0
solve,1,13,0.543,16,Windows,0
solve,2,13,0.514,16,Windows,0
solve,3,13,0.314,16,Windows,0
solve,4,13,0.229,16,Windows,0
solve,5,13,0.203,16,Windows,0
solve,6,13,0.214,16,Windows,0
solve,7,13,0.191,16,Windows,0
solve,8,13,0.225,16,Windows,0
solve,9,13,0.137,16,Windows,0
solve,10,13,0.14,16,Windows,0
solve,11,13,0.094,16,Windows,0
solve,12,13,0.093,16,Windows,0
solve,13,13,0.092,16,Windows,0
solve,1,14,0.672,16,Windows,0
solve,2,14,0.412,16,Windows,0
solve,3,14,0.368,16,Windows,0
solve,4,14,0.204,16,Windows,0
solve,5,14,0.159,16,Windows,0
solve,6,14,0.154,16,Windows,0
solve,7,14,0.126,16,Windows,0
solve,8,14,0.19,16,Windows,0
solve,9,14,0.116,16,Windows,0
solve,10,14,0.118,16,Windows,0
solve,11,14,0.108,16,Windows,0
solve,12,14,0.152,16,Windows,0
solve,13,14,0.107,16,Windows,0
solve,14,14,0.104,16,Windows,0
solve,1,15,14.985,16,Windows,0
solve,2,15,0.834,16,Windows,0
solve,3,15,0.228,16,Windows,0
solve,4,15,0.27,16,Windows,0
solve,5,15,0.226,16,Windows,0
solve,6,15,0.236,16,Windows,0
solve,7,15,0.189,16,Windows,0
solve,8,15,0.157,16,Windows,0
solve,9,15,0.162,16,Windows,0
solve,10,15,0.13,16,Windows,0
solve,11,15,0.135,16,Windows,0
solve,12,15,0.2,16,Windows,0
solve,13,15,0.114,16,Windows,0
solve,14,15,0.113,16,Windows,0
solve,15,15,0.109,16,Windows,0
solve,1,16,2.309,16,Windows,0
solve,2,16,2.035,16,Windows,0
solve,3,16,0.503,16,Windows,0
solve,4,16,0.796,16,Windows,0
solve,5,16,0.869,16,Windows,0
solve,6,16,0.427,16,Windows,0
solve,7,16,0.316,16,Windows,0
solve,8,16,0.409,16,Windows,0
solve,9,16,0.318,16,Windows,0
solve,10,16,0.237,16,Windows,0
solve,11,16,0.158,16,Windows,0
solve,12,16,0.163,16,Windows,0
solve,13,16,0.184,16,Windows,0
solve,14,16,0.142,16,Windows,0
solve,15,16,0.133,16,Windows,0
solve,16,16,0.13,16,Windows,0
solve,1,17,16.062,16,Windows,0
solve,2,17,5.908,16,Windows,0
solve,3,17,1.169,16,Windows,0
solve,4,17,0.937,16,Windows,0
solve,5,17,0.328,16,Windows,0
solve,6,17,0.323,16,Windows,0
solve,7,17,0.391,16,Windows,0
solve,8,17,0.327,16,Windows,0
solve,9,17,0.714,16,Windows,0
solve,10,17,0.699,16,Windows,0
solve,11,17,0.545,16,Windows,0
solve,12,17,0.378,16,Windows,0
solve,13,17,0.275,16,Windows,0
solve,14,17,0.178,16,Windows,0
solve,15,17,0.197,16,Windows,0
solve,16,17,0.15,16,Windows,0
solve,17,17,0.15,16,Windows,0
solve,1,18,0.457,16,Windows,0
solve,2,18,0.438,16,Windows,0
solve,3,18,0.304,16,Windows,0
solve,4,18,0.906,16,Windows,0
solve,5,18,0.565,16,Windows,0
solve,6,18,0.351,16,Windows,0
solve,7,18,0.333,16,Windows,0
solve,8,18,0.387,16,Windows,0
solve,9,18,0.397,16,Windows,0
solve,10,18,0.356,16,Windows,0
solve,11,18,0.328,16,Windows,0
solve,12,18,0.308,16,Windows,0
solve,13,18,0.203,16,Windows,0
solve,14,18,0.305,16,Windows,0
solve,15,18,0.216,16,Windows,0
solve,16,18,0.177,16,Windows,0
solve,17,18,0.213,16,Windows,0
solve,18,18,0.168,16,Windows,0
solve,1,19,6.591,16,Windows,0
solve,2,19,5.618,16,Windows,0
solve,3,19,6.254,16,Windows,0
solve,4,19,6.986,16,Windows,0
solve,5,19,4.514,16,Windows,0
solve,6,19,3.508,16,Windows,0
solve,7,19,2.53,16,Windows,0
solve,8,19,1.661,16,Windows,0
solve,9,19,0.965,16,Windows,0
solve,10,19,0.854,16,Windows,0
solve,11,19,0.644,16,Windows,0
solve,12,19,0.606,16,Windows,0
solve,13,19,0.773,16,Windows,0
solve,14,19,0.328,16,Windows,0
solve,15,19,0.213,16,Windows,0
solve,16,19,0.248,16,Windows,0
solve,17,19,0.197,16,Windows,0
solve,18,19,0.195,16,Windows,0
solve,19,19,0.236,16,Windows,0
solve,1,20,1.937,16,Windows,0
solve,2,20,0.525,16,Windows,0
solve,3,20,0.554,16,Windows,0
solve,4,20,1.298,16,Windows,0
solve,5,20,0.491,16,Windows,0
solve,6,20,0.463,16,Windows,0
solve,7,20,3.723,16,Windows,0
solve,8,20,0.753,16,Windows,0
solve,9,20,0.458,16,Windows,0
solve,10,20,0.788,16,Windows,0
solve,11,20,0.434,16,Windows,0
solve,12,20,0.484,16,Windows,0
solve,13,20,0.428,16,Windows,0
solve,14,20,0.286,16,Windows,0
solve,15,20,0.303,16,Windows,0
solve,16,20,0.27,16,Windows,0
solve,17,20,0.285,16,Windows,0
solve,18,20,0.225,16,Windows,0
solve,19,20,0.215,16,Windows,0
solve,20,20,0.252,16,Windows,0
solve,1,21,2.726,16,Windows,0
solve,2,21,2.794,16,Windows,0
solve,3,21,1.305,16,Windows,0
solve,4,21,1.009,16,Windows,0
solve,5,21,1.012,16,Windows,0
solve,6,21,1.118,16,Windows,0
solve,7,21,1.558,16,Windows,0
solve,8,21,1.074,16,Windows,0
solve,9,21,1.4,16,Windows,0
solve,10,21,1.066,16,Windows,0
solve,11,21,1.37,16,Windows,0
solve,12,21,0.769,16,Windows,0
solve,13,21,0.652,16,Windows,0
solve,14,21,0.628,16,Windows,0
solve,15,21,0.573,16,Windows,0
solve,16,21,0.587,16,Windows,0
solve,17,21,0.519,16,Windows,0
solve,18,21,0.311,16,Windows,0
solve,19,21,0.255,16,Windows,0
solve,20,21,0.291,16,Windows,0
solve,21,21,0.241,16,Windows,0
solve,1,22,3.274,16,Windows,0
solve,2,22,3.117,16,Windows,0
solve,3,22,2.992,16,Windows,0
solve,4,22,2.524,16,Windows,0
solve,5,22,3.493,16,Windows,0
solve,6,22,3.013,16,Windows,0
solve,7,22,4.026,16,Windows,0
solve,8,22,2.328,16,Windows,0
solve,9,22,1.027,16,Windows,0
solve,10,22,1.461,16,Windows,0
solve,11,22,0.706,16,Windows,0
solve,12,22,0.756,16,Windows,0
solve,13,22,0.588,16,Windows,0
solve,14,22,0.938,16,Windows,0
solve,15,22,0.771,16,Windows,0
solve,16,22,0.687,16,Windows,0
solve,17,22,0.773,16,Windows,0
solve,18,22,0.445,16,Windows,0
solve,19,22,0.491,16,Windows,0
solve,20,22,0.292,16,Windows,0
solve,21,22,0.27,16,Windows,0
solve,22,22,0.266,16,Windows,0
solve,1,23,23.568,16,Windows,0
solve,2,23,5.729,16,Windows,0
solve,3,23,1.414,16,Windows,0
solve,4,23,3.692,16,Windows,0
solve,5,23,4.221,16,Windows,0
solve,6,23,2.279,16,Windows,0
solve,7,23,1.139,16,Windows,0
solve,8,23,0.887,16,Windows,0
solve,9,23,0.851,16,Windows,0
solve,10,23,0.763,16,Windows,0
solve,11,23,0.719,16,Windows,0
solve,12,23,0.852,16,Windows,0
solve,13,23,0.868,16,Windows,0
solve,14,23,0.852,16,Windows,0
solve,15,23,0.621,16,Windows,0
solve,16,23,0.587,16,Windows,0
solve,17,23,0.471,16,Windows,0
solve,18,23,0.597,16,Windows,0
solve,19,23,0.486,16,Windows,0
solve,20,23,0.513,16,Windows,0
solve,21,23,0.317,16,Windows,0
solve,22,23,0.365,16,Windows,0
solve,23,23,0.312,16,Windows,0
solve,1,24,4.76,16,Windows,0
solve,2,24,9.752,16,Windows,0
solve,3,24,3.209,16,Windows,0
solve,4,24,3.923,16,Windows,0
solve,5,24,4.83,16,Windows,0
solve,6,24,1.113,16,Windows,0
solve,7,24,1.751,16,Windows,0
solve,8,24,0.888,16,Windows,0
solve,9,24,0.955,16,Windows,0
solve,10,24,0.789,16,Windows,0
solve,11,24,0.884,16,Windows,0
solve,12,24,0.927,16,Windows,0
solve,13,24,0.829,16,Windows,0
solve,14,24,0.626,16,Windows,0
solve,15,24,0.778,16,Windows,0
solve,16,24,0.616,16,Windows,0
solve,17,24,0.614,16,Windows,0
solve,18,24,0.625,16,Windows,0
solve,19,24,0.518,16,Windows,0
solve,20,24,0.522,16,Windows,0
solve,21,24,0.464,16,Windows,0
solve,22,24,0.361,16,Windows,0
solve,23,24,0.408,16,Windows,0
solve,24,24,0.359,16,Windows,0
solve,1,25,4.932,16,Windows,0
solve,2,25,5.818,16,Windows,0
solve,3,25,1.227,16,Windows,0
solve,4,25,1.397,16,Windows,0
solve,5,25,1.927,16,Windows,0
solve,6,25,2.037,16,Windows,0
solve,7,25,1.072,16,Windows,0
solve,8,25,0.782,16,Windows,0
solve,9,25,0.609,16,Windows,0
solve,10,25,0.621,16,Windows,0
solve,11,25,0.681,16,Windows,0
solve,12,25,0.626,16,Windows,0
solve,13,25,0.663,16,Windows,0
solve,14,25,0.645,16,Windows,0
solve,15,25,0.984,16,Windows,0
solve,16,25,0.851,16,Windows,0
solve,17,25,0.725,16,Windows,0
solve,18,25,0.664,16,Windows,0
solve,19,25,0.434,16,Windows,0
solve,20,25,0.419,16,Windows,0
solve,21,25,0.461,16,Windows,0
solve,22,25,0.399,16,Windows,0
solve,23,25,0.424,16,Windows,0
solve,24,25,0.429,16,Windows,0
solve,25,25,0.371,16,Windows,0
solve,1,26,23.212,16,Windows,0
solve,2,26,7.839,16,Windows,0
solve,3,26,8.319,16,Windows,0
solve,4,26,3.925,16,Windows,0
solve,5,26,2.359,16,Windows,0
solve,6,26,1.704,16,Windows,0
solve,7,26,0.983,16,Windows,0
solve,8,26,1.63,16,Windows,0
solve,9,26,2.233,16,Windows,0
solve,10,26,1.767,16,Windows,0
solve,11,26,2.38,16,Windows,0
solve,12,26,2.625,16,Windows,0
solve,13,26,1.321,16,Windows,0
solve,14,26,1.723,16,Windows,0
solve,15,26,0.773,16,Windows,0
solve,16,26,0.705,16,Windows,0
solve,17,26,0.784,16,Windows,0
solve,18,26,0.758,16,Windows,0
solve,19,26,0.737,16,Windows,0
solve,20,26,0.741,16,Windows,0
solve,21,26,0.744,16,Windows,0
solve,22,26,0.578,16,Windows,0
solve,23,26,0.504,16,Windows,0
solve,24,26,0.472,16,Windows,0
solve,25,26,0.429,16,Windows,0
solve,26,26,0.419,16,Windows,0
solve,1,27,1.277,16,Windows,0
solve,2,27,5.237,16,Windows,0
solve,3,27,1.582,16,Windows,0
solve,4,27,1.797,16,Windows,0
solve,5,27,1.612,16,Windows,0
solve,6,27,2.151,16,Windows,0
solve,7,27,1.548,16,Windows,0
solve,8,27,1.051,16,Windows,0
solve,9,27,0.928,16,Windows,0
solve,10,27,0.917,16,Windows,0
solve,11,27,0.769,16,Windows,0
solve,12,27,0.701,16,Windows,0
solve,13,27,0.624,16,Windows,0
solve,14,27,0.657,16,Windows,0
solve,15,27,0.577,16,Windows,0
solve,16,27,0.797,16,Windows,0
solve,17,27,0.636,16,Windows,0
solve,18,27,0.958,16,Windows,0
solve,19,27,0.652,16,Windows,0
solve,20,27,0.652,16,Windows,0
solve,21,27,0.664,16,Windows,0
solve,22,27,0.535,16,Windows,0
solve,23,27,0.486,16,Windows,0
solve,24,27,0.501,16,Windows,0
solve,25,27,0.508,16,Windows,0
solve,26,27,0.457,16,Windows,0
solve,27,27,0.443,16,Windows,0
solve,1,28,130.4,16,Windows,0
solve,2,28,66.058,16,Windows,0
solve,3,28,44.326,16,Windows,0
solve,4,28,41.418,16,Windows,0
solve,5,28,20.078,16,Windows,0
solve,6,28,13.236,16,Windows,0
solve,7,28,7.226,16,Windows,0
solve,8,28,9.399,16,Windows,0
solve,9,28,2.765,16,Windows,0
solve,10,28,4.471,16,Windows,0
solve,11,28,2.364,16,Windows,0
solve,12,28,3.9,16,Windows,0
solve,13,28,1.308,16,Windows,0
solve,14,28,1.079,16,Windows,0
solve,15,28,1.459,16,Windows,0
solve,16,28,0.978,16,Windows,0
solve,17,28,0.953,16,Windows,0
solve,18,28,1.104,16,Windows,0
solve,19,28,0.909,16,Windows,0
solve,20,28,0.862,16,Windows,0
solve,21,28,0.902,16,Windows,0
solve,22,28,0.779,16,Windows,0
solve,23,28,0.793,16,Windows,0
solve,24,28,0.839,16,Windows,0
solve,25,28,0.585,16,Windows,0
solve,26,28,0.502,16,Windows,0
solve,27,28,0.55,16,Windows,0
solve,28,28,0.543,16,Windows,0
solve,1,29,35.447,16,Windows,0
solve,2,29,12.797,16,Windows,0
solve,3,29,59.472,16,Windows,0
solve,4,29,41.137,16,Windows,0
solve,5,29,15.504,16,Windows,0
solve,6,29,8.012,16,Windows,0
solve,7,29,15.106,16,Windows,0
solve,8,29,4.448,16,Windows,0
solve,9,29,4.831,16,Windows,0
solve,10,29,7.14,16,Windows,0
solve,11,29,20.901,16,Windows,0
solve,12,29,7.137,16,Windows,0
solve,13,29,3.031,16,Windows,0
solve,14,29,3.297,16,Windows,0
solve,15,29,1.787,16,Windows,0
solve,16,29,1.965,16,Windows,0
solve,17,29,1.102,16,Windows,0
solve,18,29,0.995,16,Windows,0
solve,19,29,1.018,16,Windows,0
solve,20,29,1.119,16,Windows,0
solve,21,29,0.899,16,Windows,0
solve,22,29,0.763,16,Windows,0
solve,23,29,0.725,16,Windows,0
solve,24,29,0.649,16,Windows,0
solve,25,29,0.617,16,Windows,0
solve,26,29,0.585,16,Windows,0
solve,27,29,0.578,16,Windows,0
solve,28,29,0.607,16,Windows,0
solve,29,29,0.608,16,Windows,0
solve,1,1,0.019,16,Windows,0
solve,1,2,0.006,16,Windows,0
solve,2,2,0.006,16,Windows,0
solve,1,3,0.01,16,Windows,0
solve,2,3,0.009,16,Windows,0
solve,3,3,0.009,16,Windows,0
solve,1,4,0.015,16,Windows,0
solve,2,4,0.015,16,Windows,0
solve,3,4,0.013,16,Windows,0
solve,4,4,0.013,16,Windows,0
solve,1,5,0.033,16,Windows,0
solve,2,5,0.025,16,Windows,0
solve,3,5,0.019,16,Windows,0
solve,4,5,0.016,16,Windows,0
solve,5,5,0.015,16,Windows,0
solve,1,6,0.147,16,Windows,0
solve,2,6,0.049,16,Windows,0
solve,3,6,0.027,16,Windows,0
solve,4,6,0.022,16,Windows,0
solve,5,6,0.021,16,Windows,0
solve,6,6,0.02,16,Windows,0
solve,1,7,0.146,16,Windows,0
solve,2,7,0.04,16,Windows,0
solve,3,7,0.068,16,Windows,0
solve,4,7,0.032,16,Windows,0
solve,5,7,0.029,16,Windows,0
solve,6,7,0.027,16,Windows,0
solve,7,7,0.027,16,Windows,0
