mode,drones_n,visits_n,seconds,cpu_n,platform,forced_paths
solve,13,35,12.762,16,Windows,0
solve,14,35,3.667,16,Windows,0
solve,15,35,4.993,16,Windows,0
solve,16,35,3.222,16,Windows,0
solve,17,35,17.821,16,Windows,0
solve,18,35,4.932,16,Windows,0
solve,19,35,9.082,16,Windows,0
solve,20,35,2.833,16,Windows,0
solve,21,35,1.613,16,Windows,0
solve,22,35,1.454,16,Windows,0
solve,23,35,1.952,16,Windows,0
solve,24,35,1.648,16,Windows,0
solve,25,35,1.75,16,Windows,0
solve,26,35,1.689,16,Windows,0
solve,27,35,1.425,16,Windows,0
solve,28,35,1.433,16,Windows,0
solve,29,35,1.239,16,Windows,0
solve,30,35,1.215,16,Windows,0
solve,31,35,1.339,16,Windows,0
solve,32,35,1.287,16,Windows,0
solve,33,35,1.043,16,Windows,0
solve,34,35,1.075,16,Windows,0
solve,35,35,1.011,16,Windows,0
solve,1,36,1182.449,16,Windows,0
solve,2,36,223.68,16,Windows,0
solve,3,36,9.402,16,Windows,0
solve,4,36,228.217,16,Windows,0
solve,5,36,23.609,16,Windows,0
solve,6,36,40.117,16,Windows,0
solve,7,36,73.654,16,Windows,0
solve,8,36,6.031,16,Windows,0
solve,9,36,20.776,16,Windows,0
solve,10,36,6.527,16,Windows,0
solve,11,36,5.971,16,Windows,0
solve,12,36,3.54,16,Windows,0
solve,13,36,8.158,16,Windows,0
solve,14,36,56.497,16,Windows,0
solve,15,36,8.219,16,Windows,0
solve,16,36,5.937,16,Windows,0
solve,17,36,4.403,16,Windows,0
solve,18,36,1.959,16,Windows,0
solve,19,36,2.812,16,Windows,0
solve,20,36,1.696,16,Windows,0
solve,21,36,2.521,16,Windows,0
solve,22,36,2.443,16,Windows,0
solve,23,36,1.638,16,Windows,0
solve,24,36,1.498,16,Windows,0
solve,25,36,1.684,16,Windows,0
solve,26,36,1.83,16,Windows,0
solve,27,36,1.557,16,Windows,0
solve,28,36,1.545,16,Windows,0
solve,29,36,1.384,16,Windows,0
solve,30,36,1.314,16,Windows,0
solve,31,36,1.219,16,Windows,0
solve,32,36,1.223,16,Windows,0
solve,33,36,1.136,16,Windows,0
solve,34,36,1.136,16,Windows,0
solve,35,36,1.146,16,Windows,0
solve,36,36,1.097,16,Windows,0
solve,1,37,99.82,16,Windows,0
solve,2,37,38.826,16,Windows,0
solve,3,37,161.892,16,Windows,0
solve,4,37,7.198,16,Windows,0
solve,5,37,11.152,16,Windows,0
solve,6,37,2.15,16,Windows,0
solve,7,37,31.757,16,Windows,0
solve,8,37,119.894,16,Windows,0
solve,9,37,1.896,16,Windows,0
solve,10,37,6.429,16,Windows,0
solve,11,37,22.224,16,Windows,0
solve,12,37,7.929,16,Windows,0
solve,13,37,2.541,16,Windows,0
solve,14,37,10.928,16,Windows,0
solve,15,37,26.273,16,Windows,0
solve,16,37,2.598,16,Windows,0
solve,17,37,3.53,16,Windows,0
solve,18,37,6.808,16,Windows,0
solve,19,37,54.31,16,Windows,0
solve,20,37,1.636,16,Windows,0
solve,21,37,2.347,16,Windows,0
solve,22,37,1.574,16,Windows,0
solve,23,37,2.78,16,Windows,0
solve,24,37,1.84,16,Windows,0
solve,25,37,3.86,16,Windows,0
solve,26,37,8.294,16,Windows,0
solve,27,37,1.491,16,Windows,0
solve,28,37,1.724,16,Windows,0
solve,29,37,1.569,16,Windows,0
solve,30,37,1.579,16,Windows,0
solve,31,37,1.546,16,Windows,0
solve,32,37,1.505,16,Windows,0
solve,33,37,1.238,16,Windows,0
solve,34,37,1.37,16,Windows,0
solve,35,37,1.225,16,Windows,0
solve,36,37,1.268,16,Windows,0
solve,37,37,1.225,16,Windows,0
solve,1,38,161.5,16,Windows,0
solve,2,38,8.909,16,Windows,0
solve,3,38,51.743,16,Windows,0
solve,4,38,30.566,16,Windows,0
solve,5,38,27.153,16,Windows,0
solve,6,38,2.336,16,Windows,0
solve,7,38,45.562,16,Windows,0
solve,8,38,21.261,16,Windows,0
solve,9,38,230.303,16,Windows,0
solve,10,38,22.643,16,Windows,0
solve,11,38,18.634,16,Windows,0
solve,12,38,3.057,16,Windows,0
solve,13,38,7.53,16,Windows,0
solve,14,38,4.022,16,Windows,0
solve,15,38,6.4,16,Windows,0
solve,16,38,5.992,16,Windows,0
solve,17,38,3.624,16,Windows,0
solve,18,38,3.757,16,Windows,0
solve,19,38,2.842,16,Windows,0
solve,20,38,4.479,16,Windows,0
solve,21,38,2.624,16,Windows,0
solve,22,38,5.554,16,Windows,0
solve,23,38,3.694,16,Windows,0
solve,24,38,3.587,16,Windows,0
solve,25,38,4.747,16,Windows,0
solve,26,38,1.946,16,Windows,0
solve,27,38,2.024,16,Windows,0
solve,28,38,1.568,16,Windows,0
solve,29,38,1.804,16,Windows,0
solve,30,38,1.811,16,Windows,0
solve,31,38,1.679,16,Windows,0
solve,32,38,2.004,16,Windows,0
solve,33,38,1.612,16,Windows,0
solve,34,38,1.339,16,Windows,0
solve,35,38,1.368,16,Windows,0
solve,36,38,1.339,16,Windows,0
solve,37,38,1.354,16,Windows,0
solve,38,38,1.437,16,Windows,0
solve,1,39,21.556,16,Windows,0
solve,2,39,26.713,16,Windows,0
solve,3,39,56.834,16,Windows,0
solve,4,39,6.338,16,Windows,0
solve,5,39,21.066,16,Windows,0
solve,6,39,25.41,16,Windows,0
solve,7,39,51.185,16,Windows,0
solve,8,39,15.784,16,Windows,0
solve,9,39,21.629,16,Windows,0
solve,10,39,12.175,16,Windows,0
solve,11,39,5.75,16,Windows,0
solve,12,39,12.799,16,Windows,0
solve,13,39,20.8,16,Windows,0
solve,14,39,6.417,16,Windows,0
solve,15,39,4.52,16,Windows,0
solve,16,39,3.623,16,Windows,0
solve,17,39,1.981,16,Windows,0
solve,18,39,11.154,16,Windows,0
solve,19,39,3.046,16,Windows,0
solve,20,39,3.16,16,Windows,0
solve,21,39,2.616,16,Windows,0
solve,22,39,2.866,16,Windows,0
solve,23,39,2.895,16,Windows,0
solve,24,39,1.963,16,Windows,0
solve,25,39,5.201,16,Windows,0
solve,26,39,1.862,16,Windows,0
solve,27,39,2.501,16,Windows,0
solve,28,39,2.129,16,Windows,0
solve,29,39,1.975,16,Windows,0
solve,30,39,1.897,16,Windows,0
solve,31,39,1.923,16,Windows,0
solve,32,39,1.63,16,Windows,0
solve,33,39,1.532,16,Windows,0
solve,34,39,1.614,16,Windows,0
solve,35,39,1.835,16,Windows,0
solve,36,39,1.462,16,Windows,0
solve,37,39,1.492,16,Windows,0
solve,38,39,1.402,16,Windows,0
solve,39,39,1.413,16,Windows,0
solve,1,29,12.73,16,Windows,0
solve,2,29,21.768,16,Windows,0
solve,3,29,186.379,16,Windows,0
solve,4,29,5.362,16,Windows,0
solve,5,29,14.828,16,Windows,0
solve,6,29,3.258,16,Windows,0
solve,7,29,5.727,16,Windows,0
solve,8,29,2.692,16,Windows,0
solve,9,29,2.083,16,Windows,0
solve,10,29,16.365,16,Windows,0
solve,11,29,1.922,16,Windows,0
solve,12,29,1.774,16,Windows,0
solve,13,29,3.784,16,Windows,0
solve,14,29,1.604,16,Windows,0
solve,15,29,1.445,16,Windows,0
solve,16,29,1.062,16,Windows,0
solve,17,29,1.115,16,Windows,0
solve,18,29,1.658,16,Windows,0
solve,19,29,0.855,16,Windows,0
solve,20,29,1.162,16,Windows,0
solve,21,29,0.908,16,Windows,0
solve,22,29,0.95,16,Windows,0
solve,23,29,0.818,16,Windows,0
solve,24,29,0.751,16,Windows,0
solve,25,29,0.634,16,Windows,0
solve,26,29,0.619,16,Windows,0
solve,27,29,0.615,16,Windows,0
solve,28,29,0.625,16,Windows,0
solve,29,29,0.644,16,Windows,0
solve,1,30,64.155,16,Windows,0
solve,2,30,6.327,16,Windows,0
solve,1,24,5.186,16,Windows,0
solve,2,24,2.106,16,Windows,0
solve,3,24,1.087,16,Windows,0
solve,4,24,0.88,16,Windows,0
solve,5,24,1.042,16,Windows,0
solve,6,24,0.498,16,Windows,0
solve,7,24,0.745,16,Windows,0
solve,8,24,0.761,16,Windows,0
solve,9,24,0.474,16,Windows,0
solve,10,24,0.732,16,Windows,0
solve,11,24,0.71,16,Windows,0
solve,12,24,0.907,16,Windows,0
solve,13,24,0.672,16,Windows,0
solve,14,24,0.78,16,Windows,0
solve,15,24,0.648,16,Windows,0
solve,16,24,0.587,16,Windows,0
solve,17,24,0.439,16,Windows,0
solve,18,24,0.555,16,Windows,0
solve,1,24,4.912,16,Windows,0
solve,2,24,2.038,16,Windows,0
solve,3,24,1.061,16,Windows,0
solve,4,24,0.835,16,Windows,0
solve,5,24,1.035,16,Windows,0
solve,6,24,0.496,16,Windows,0
solve,7,24,0.736,16,Windows,0
solve,8,24,0.75,16,Windows,0
solve,9,24,0.471,16,Windows,0
solve,10,24,0.715,16,Windows,0
solve,11,24,0.667,16,Windows,0
solve,12,24,0.864,16,Windows,0
solve,13,24,0.64,16,Windows,0
solve,14,24,0.734,16,Windows,0
solve,15,24,0.639,16,Windows,0
solve,16,24,0.529,16,Windows,0
solve,17,24,0.432,16,Windows,0
solve,18,24,0.561,16,Windows,0
solve,1,24,4.996,16,Windows,0
solve,2,24,2.143,16,Windows,0
solve,3,24,1.092,16,Windows,0
solve,4,24,0.891,16,Windows,0
solve,5,24,1.125,16,Windows,0
solve,6,24,0.51,16,Windows,0
solve,7,24,0.812,16,Windows,0
solve,8,24,0.768,16,Windows,0
solve,9,24,0.474,16,Windows,0
solve,10,24,0.741,16,Windows,0
solve,11,24,0.694,16,Windows,0
solve,12,24,0.92,16,Windows,0
solve,13,24,0.687,16,Windows,0
solve,14,24,0.779,16,Windows,0
solve,15,24,0.666,16,Windows,0
solve,16,24,0.54,16,Windows,0
solve,17,24,0.44,16,Windows,0
solve,18,24,0.574,16,Windows,0
solve,1,24,4.86,16,Windows,0
solve,2,24,1.978,16,Windows,0
solve,3,24,1.049,16,Windows,0
solve,4,24,0.822,16,Windows,0
solve,5,24,1.072,16,Windows,0
solve,6,24,0.495,16,Windows,0
solve,7,24,0.718,16,Windows,0
solve,8,24,0.757,16,Windows,0
solve,9,24,0.475,16,Windows,0
solve,10,24,0.724,16,Windows,0
solve,11,24,0.682,16,Windows,0
solve,12,24,0.876,16,Windows,0
solve,13,24,0.646,16,Windows,0
solve,14,24,0.745,16,Windows,0
solve,15,24,0.646,16,Windows,0
solve,16,24,0.541,16,Windows,0
solve,17,24,0.428,16,Windows,0
solve,18,24,0.563,16,Windows,0
solve,1,24,4.992,16,Windows,0
solve,2,24,1.962,16,Windows,0
solve,3,24,1.046,16,Windows,0
solve,4,24,0.85,16,Windows,0
solve,5,24,1.04,16,Windows,0
solve,6,24,0.493,16,Windows,0
solve,7,24,0.722,16,Windows,0
solve,8,24,0.76,16,Windows,0
solve,9,24,0.465,16,Windows,0
solve,10,24,0.728,16,Windows,0
solve,11,24,0.673,16,Windows,0
solve,12,24,0.872,16,Windows,0
solve,13,24,0.675,16,Windows,0
solve,14,24,0.759,16,Windows,0
solve,15,24,0.649,16,Windows,0
solve,16,24,0.572,16,Windows,0
solve,17,24,0.45,16,Windows,0
solve,18,24,0.596,16,Windows,0
solve,1,24,4.935,16,Windows,0
solve,2,24,1.983,16,Windows,0
solve,3,24,1.102,16,Windows,0
solve,4,24,0.819,16,Windows,0
solve,5,24,1.073,16,Windows,0
solve,6,24,0.483,16,Windows,0
solve,7,24,0.703,16,Windows,0
solve,8,24,0.741,16,Windows,0
solve,9,24,0.457,16,Windows,0
solve,10,24,0.727,16,Windows,0
solve,11,24,0.658,16,Windows,0
solve,12,24,0.852,16,Windows,0
solve,13,24,0.702,16,Windows,0
solve,14,24,0.823,16,Windows,0
solve,15,24,0.672,16,Windows,0
solve,16,24,0.635,16,Windows,0
solve,17,24,0.48,16,Windows,0
solve,18,24,0.607,16,Windows,0
solve,1,24,4.896,16,Windows,0
solve,2,24,1.97,16,Windows,0
solve,3,24,1.048,16,Windows,0
solve,4,24,0.825,16,Windows,0
solve,5,24,1.071,16,Windows,0
solve,6,24,0.491,16,Windows,0
solve,7,24,0.715,16,Windows,0
solve,8,24,0.778,16,Windows,0
solve,9,24,0.477,16,Windows,0
solve,10,24,0.707,16,Windows,0
solve,11,24,0.66,16,Windows,0
solve,12,24,0.898,16,Windows,0
solve,13,24,0.646,16,Windows,0
solve,14,24,0.728,16,Windows,0
solve,15,24,0.64,16,Windows,0
solve,16,24,0.543,16,Windows,0
solve,17,24,0.433,16,Windows,0
solve,18,24,0.565,16,Windows,0
solve,1,24,5.295,16,Windows,0
solve,2,24,2.174,16,Windows,0
solve,3,24,1.124,16,Windows,0
solve,4,24,0.85,16,Windows,0
solve,5,24,1.072,16,Windows,0
solve,6,24,0.498,16,Windows,0
solve,7,24,0.723,16,Windows,0
solve,8,24,0.771,16,Windows,0
solve,9,24,0.469,16,Windows,0
solve,10,24,0.743,16,Windows,0
solve,11,24,0.673,16,Windows,0
solve,12,24,0.885,16,Windows,0
solve,13,24,0.655,16,Windows,0
solve,14,24,0.749,16,Windows,0
solve,15,24,0.674,16,Windows,0
solve,16,24,0.546,16,Windows,0
solve,17,24,0.45,16,Windows,0
solve,18,24,0.576,16,Windows,0
solve,1,24,4.927,16,Windows,0
solve,2,24,1.995,16,Windows,0
solve,3,24,1.033,16,Windows,0
solve,4,24,0.805,16,Windows,0
solve,5,24,1.03,16,Windows,0
solve,6,24,0.486,16,Windows,0
solve,7,24,0.721,16,Windows,0
solve,8,24,0.759,16,Windows,0
solve,9,24,0.46,16,Windows,0
solve,10,24,0.705,16,Windows,0
solve,11,24,0.663,16,Windows,0
solve,12,24,0.855,16,Windows,0
solve,13,24,0.634,16,Windows,0
solve,14,24,0.734,16,Windows,0
solve,15,24,0.634,16,Windows,0
solve,16,24,0.524,16,Windows,0
solve,17,24,0.431,16,Windows,0
solve,18,24,0.559,16,Windows,0
solve,1,24,5.157,16,Windows,0
solve,1,24,4.935,16,Windows,0
solve,2,24,1.962,16,Windows,0
solve,3,24,1.059,16,Windows,0
solve,4,24,0.806,16,Windows,0
solve,5,24,1.031,16,Windows,0
solve,6,24,0.487,16,Windows,0
solve,7,24,0.707,16,Windows,0
solve,8,24,0.764,16,Windows,0
solve,9,24,0.47,16,Windows,0
solve,10,24,0.703,16,Windows,0
solve,11,24,0.672,16,Windows,0
solve,12,24,0.863,16,Windows,0
solve,13,24,0.638,16,Windows,0
solve,14,24,0.734,16,Windows,0
solve,15,24,0.637,16,Windows,0
solve,16,24,0.528,16,Windows,0
solve,17,24,0.43,16,Windows,0
solve,18,24,0.56,16,Windows,0
solve,1,24,4.996,16,Windows,0
solve,2,24,2.025,16,Windows,0
solve,3,24,1.101,16,Windows,0
solve,4,24,0.846,16,Windows,0
solve,5,24,1.078,16,Windows,0
solve,6,24,0.505,16,Windows,0
solve,7,24,0.726,16,Windows,0
solve,8,24,0.757,16,Windows,0
solve,9,24,0.469,16,Windows,0
solve,10,24,0.754,16,Windows,0
solve,11,24,0.697,16,Windows,0
solve,12,24,0.885,16,Windows,0
solve,13,24,0.655,16,Windows,0
solve,14,24,0.759,16,Windows,0
solve,15,24,0.692,16,Windows,0
solve,16,24,0.541,16,Windows,0
solve,17,24,0.435,16,Windows,0
solve,18,24,0.577,16,Windows,0
solve,3,6,0.03,16,Windows,0
solve,3,6,0.033,16,Windows,0
solve,3,6,0.029,16,Windows,0
solve,3,6,0.028,16,Windows,0
recalc,9,51,7.498,16,Windows,0
solve,1,39,25.832,16,Windows,0
solve,2,39,26.499,16,Windows,0
solve,3,39,190.679,16,Windows,0
solve,4,39,195.121,16,Windows,0
solve,5,39,193.1,16,Windows,0
solve,6,39,52.993,16,Windows,0
solve,7,39,14.05,16,Windows,0
solve,8,39,10.823,16,Windows,0
solve,9,39,7.958,16,Windows,0
solve,10,39,15.772,16,Windows,0
solve,11,39,9.243,16,Windows,0
solve,12,39,13.421,16,Windows,0
solve,13,39,4.248,16,Windows,0
solve,14,39,80.335,16,Windows,0
solve,15,39,6.12,16,Windows,0
solve,16,39,7.594,16,Windows,0
solve,17,39,10.986,16,Windows,0
solve,18,39,7.712,16,Windows,0
solve,19,39,1.689,16,Windows,0
solve,20,39,2.846,16,Windows,0
solve,21,39,1.843,16,Windows,0
solve,22,39,2.465,16,Windows,0
solve,23,39,3.274,16,Windows,0
solve,24,39,2.026,16,Windows,0
solve,25,39,4.629,16,Windows,0
solve,26,39,1.749,16,Windows,0
solve,27,39,1.887,16,Windows,0
solve,28,39,1.964,16,Windows,0
solve,29,39,1.772,16,Windows,0
solve,30,39,1.701,16,Windows,0
solve,31,39,1.838,16,Windows,0
solve,32,39,1.621,16,Windows,0
solve,33,39,1.878,16,Windows,0
solve,34,39,1.651,16,Windows,0
solve,35,39,1.438,16,Windows,0
solve,36,39,1.395,16,Windows,0
solve,37,39,1.472,16,Windows,0
solve,38,39,1.354,16,Windows,0
solve,39,39,1.388,16,Windows,0
solve,1,40,880.654,16,Windows,0
solve,2,40,399.007,16,Windows,0
solve,3,40,161.885,16,Windows,0
solve,4,40,24.28,16,Windows,0
solve,5,40,44.305,16,Windows,0
solve,6,40,120.605,16,Windows,0
solve,7,40,29.995,16,Windows,0
solve,8,40,350.815,16,Windows,0
solve,9,40,2.205,16,Windows,0
solve,10,40,12.249,16,Windows,0
solve,11,40,22.359,16,Windows,0
solve,12,40,1.958,16,Windows,0
solve,13,40,4.011,16,Windows,0
solve,14,40,2.214,16,Windows,0
solve,15,40,11.023,16,Windows,0
solve,16,40,10.039,16,Windows,0
solve,17,40,2.38,16,Windows,0
solve,18,40,12.66,16,Windows,0
solve,19,40,2.975,16,Windows,0
solve,20,40,7.986,16,Windows,0
solve,21,40,3.073,16,Windows,0
solve,22,40,25.985,16,Windows,0
solve,23,40,4.582,16,Windows,0
solve,24,40,2.488,16,Windows,0
solve,25,40,1.777,16,Windows,0
solve,26,40,3.802,16,Windows,0
solve,27,40,1.956,16,Windows,0
solve,28,40,1.943,16,Windows,0
solve,29,40,1.81,16,Windows,0
solve,30,40,1.901,16,Windows,0
solve,31,40,2.163,16,Windows,0
solve,32,40,1.77,16,Windows,0
solve,33,40,1.627,16,Windows,0
solve,34,40,1.662,16,Windows,0
solve,35,40,1.708,16,Windows,0
solve,36,40,1.742,16,Windows,0
solve,37,40,1.503,16,Windows,0
solve,38,40,1.481,16,Windows,0
solve,39,40,1.441,16,Windows,0
solve,40,40,1.5,16,Windows,0
mmvrp,3,6,0.326,16,Windows,0
mmvrp,3,6,0.284,16,Windows,0
solve,3,6,0.043,16,Windows,0
mmvrp,3,6,0.289,16,Windows,0
mmvrp,3,6,0.277,16,Windows,0
solve,3,6,0.032,16,Windows,0
mmvrp,1,4,0.042,16,Windows,0
mmvrp,2,4,0.088,16,Windows,0
mmvrp,3,4,0.111,16,Windows,0
mmvrp,4,4,0.112,16,Windows,0
mmvrp,1,5,0.051,16,Windows,0
mmvrp,2,5,0.16,16,Windows,0
mmvrp,3,5,0.22,16,Windows,0
mmvrp,4,5,0.25,16,Windows,0
mmvrp,5,5,0.21,16,Windows,0
mmvrp,1,6,0.067,16,Windows,0
mmvrp,2,6,0.141,16,Windows,0
mmvrp,3,6,0.295,16,Windows,0
mmvrp,4,6,0.473,16,Windows,0
mmvrp,5,6,0.687,16,Windows,0
mmvrp,6,6,0.369,16,Windows,0
mmvrp,1,7,0.182,16,Windows,0
mmvrp,2,7,0.585,16,Windows,0
mmvrp,3,7,0.509,16,Windows,0
mmvrp,4,7,0.689,16,Windows,0
mmvrp,5,7,0.907,16,Windows,0
mmvrp,6,7,1.514,16,Windows,0
mmvrp,7,7,0.605,16,Windows,0
mmvrp,1,8,0.119,16,Windows,0
mmvrp,2,8,0.952,16,Windows,0
mmvrp,3,8,0.996,16,Windows,0
mmvrp,4,8,0.987,16,Windows,0
mmvrp,5,8,1.375,16,Windows,0
mmvrp,6,8,1.305,16,Windows,0
mmvrp,7,8,1.588,16,Windows,0
mmvrp,8,8,0.754,16,Windows,0
mmvrp,1,9,0.19,16,Windows,0
mmvrp,2,9,2.027,16,Windows,0
mmvrp,3,9,0.906,16,Windows,0
mmvrp,4,9,2.471,16,Windows,0
mmvrp,5,9,33.358,16,Windows,0
mmvrp,6,9,2.165,16,Windows,0
mmvrp,7,9,2.088,16,Windows,0
mmvrp,8,9,1.997,16,Windows,0
mmvrp,9,9,1.171,16,Windows,0
mmvrp,1,9,0.252,16,Windows,0
mmvrp,2,9,46.226,16,Windows,0
mmvrp,3,9,2.293,16,Windows,0
mmvrp,4,9,1.797,16,Windows,0
mmvrp,5,9,15.646,16,Windows,0
mmvrp,6,9,5.035,16,Windows,0
mmvrp,7,9,2.428,16,Windows,0
mmvrp,8,9,2.207,16,Windows,0
mmvrp,9,9,1.211,16,Windows,0
mmvrp,1,10,0.2,16,Windows,0
mmvrp,2,10,7.342,16,Windows,0
mmvrp,3,10,5.867,16,Windows,0
mmvrp,4,10,1.217,16,Windows,0
mmvrp,5,10,432.039,16,Windows,0
mmvrp,6,10,1984.796,16,Windows,0
mmvrp,7,10,1127.211,16,Windows,0
mmvrp,8,10,7.139,16,Windows,0
mmvrp,9,10,6.322,16,Windows,0
mmvrp,10,10,3.849,16,Windows,0
mmvrp,1,11,0.45,16,Windows,0
mmvrp,2,11,6.258,16,Windows,0
mmvrp,3,11,315.315,16,Windows,0
mmvrp,4,11,6.855,16,Windows,0
mmvrp,5,11,4.78,16,Windows,0
mmvrp,6,11,5.491,16,Windows,0
mmvrp,7,11,21301.825,16,Windows,0
solve,10,49,10.579,16,Windows,0
mmvrp,1,14,0.697,16,Windows,0
mmvrp,1,12,1.275,16,Windows,0
mmvrp,2,12,34.567,16,Windows,0
mmvrp,3,12,1339.167,16,Windows,0
mmvrp,4,12,20.395,16,Windows,0
mmvrp,5,12,742.539,16,Windows,0
mmvrp,6,12,667.812,16,Windows,0
mmvrp,7,12,11.845,16,Windows,0
mmvrp,8,12,8.086,16,Windows,0
mmvrp,9,12,8.499,16,Windows,0
mmvrp,10,12,10.066,16,Windows,0
mmvrp,11,12,5.33,16,Windows,0
mmvrp,12,12,3.556,16,Windows,0
mmvrp,1,13,1.653,16,Windows,0
mmvrp,2,13,83.352,16,Windows,0
mmvrp,4,11,2.471,16,Windows,0
mmvrp,4,12,35.484,16,Windows,0
mmvrp,4,12,37.804,16,Windows,0
mmvrp,4,12,11.526,16,Windows,0
solve,4,12,0.111,16,Windows,0
solve,4,14,0.206,16,Windows,0
mmvrp,4,14,146.767,16,Windows,0
solve,4,49,33.899,16,Windows,0
solve,4,38,1.411,16,Windows,0
solve,5,99,41.659,16,Windows,40d
solve,5,99,612.871,16,Windows,40
solve,4,14,0.203,16,Windows,0
solve,4,14,0.202,16,Windows,0
mmvrp,4,14,141.412,16,Windows,0
solve,4,14,0.16,16,Windows,4
solve,4,14,0.243,16,Windows,4
solve,4,14,0.154,16,Windows,4
mmvrp,4,14,140.522,16,Windows,0
mmvrp,4,14,22.886,16,Windows,4
solve,4,14,0.262,16,Windows,4
solve,4,14,0.155,16,Windows,4
solve,4,14,0.153,16,Windows,4
solve,4,14,0.249,16,Windows,4
mmvrp,4,21,4.848,16,Windows,10
